CKG_NM,CKG_MTH_ACTO_NM,CKG_MTRL_CN
냉이순두부찌개,끓이기, 멸치다시마육수 냉이 데친것 바지락조개 계란노른자 애호박 양파 대파 풋고추 홍고추 순두부 다진 마늘 참기름 맛있는찌개가필요할때 후춧가루 
시래기들깨탕,끓이기, 사골국물 시래기 송송 썬 대파 된장 들기름 다진 마늘 들깨가루 소금 후춧가루 
꽁치김치찌개,끓이기, 꽁치 김치 양파 홍고추 대파 김치국물 물 식용유 장 다진마늘 고춧가루 소금 
초콜렛,끓이기, 생크림 다크초콜렛 밀크 초콜렛 물엿 버터 깔루아 코코아가루 
부추된장국,끓이기, 부추 국물용멸치 다시마 물 두부 붉은고추 된장 고춧가루 다진마늘 소금 
아몬드초콜렛,끓이기, 통아몬드 설탕 물 다크 초콜렛 버터 슈가 파우더나 코코아가루 
순두부찌개,끓이기, 순두부 돼지고기 양파 애호박 물 달걀 청양고추 홍고추 대파 장 고춧가루 간장 다진 마늘 맛술 소금 후춧가루 
식혜,끓이기, 엿기름 물 생강 불린쌀 물 설탕 
닭개장,끓이기, 닭 단배추 토란대 고사리 숙주나물 고춧가루 국간장 소금 후춧가루 
캬라멜크림,끓이기, 생크림 설탕 찬물 
망고레어치즈케이크,끓이기, 크림치즈 오렌지술 레몬즙 화이트초코렛 생크림 망고퓨레 물엿 설탕 생크림 설탕 다이제쿠키 버터 망고슬라이스 통조림 피스타치오 미로와 
키위바나나잼,끓이기, 키위 바나나 중간것 설탕 레몬즙 
차돌박이된장찌개,끓이기, 차돌박이 두부 작은 것 애호박 감자 양파 청양고추 홍고추 팽이버섯 대파 멸치다시물 차돌박이 밑간 소금 후춧가루 생강술 된장 고추장 고춧가루 
사탕,끓이기, 설탕 물엿 물 식용색소 도구 실리콘몰드 반지
모과차,끓이기, 모과 설탕 
닭개장,끓이기, 영계닭 향신 대파 양파 마늘 통후추 부 불린고사리 콩나물 불린 표고버섯 대파 달걀 고춧가루 국간장 맛술 포도씨유 다진 마늘 생강 소금 아주 후춧가루 참기름 
초콜렛,끓이기, 초콜렛 설탕 생크림 물엿 호두 또는 아몬드 
연유,끓이기, 우유 설탕이 우유의 설탕 
칼국수,끓이기, 칼국수 감자 애호박 계란 새우 표고버섯 당근 대파 멸치육수 국간장 소금 후춧가루 
전복죽,끓이기, 전복 불린 쌀 물 참기름 소금 
클램차우더스프,끓이기, 대합 작은거 브로콜리 양송이 양파 감자 생크림 물 파슬리가루 루 밀가루 우유 올리브유또는 버터 올리브유 화이트와인 다진마늘 다진 파 소금 후춧가루 
돼지목살김치찌개,끓이기, 돼지고기 김치 양파 두부 풋고추 김치국물 물 포도씨유 다진 마늘 고춧가루 소금 후춧가루 
어니언스프,끓이기, 양파 버터 물 모짜렐라치즈 치킨스톡 통후추 소금 
뼈다귀감자탕,끓이기, 돼지등뼈 시래기 감자 들깨가루 돼지등뼈 잡냄새 제거 대파 양파 통마늘 통후추 청주 된장 고춧가루 다진 마늘 천연 다시다 참기름 소금 후춧가루 
바나나쨈,끓이기, 바나나 설탕 물 레몬즙 쵸콜릿 
양파감자스프,끓이기, 양파 감자 큰 것 식빵 물 치킨스톡 피자치즈 식용유 소금 후춧가루 
소고기콩나물두부국,끓이기, 소고기 콩나물 두부 청양고추 다진마늘 고추가루 꽃소금 청주 생강가루 새우젓 
참치야채죽,끓이기, 밥 참치 당근 양파 애호박 표고버섯 계란 실파 참치기름 다진마늘 소금 후추 생강가루 
치킨카레우동,끓이기, 우동면사리 하림 슬림 닭가슴살 삶은 닭가슴살 양파 작은것 물 파프리카 데친 브로콜리 포토씨유 카레가루 
녹차아이스크림,끓이기, 우유 설탕 물엿 우유 전분 녹차가루 소금 생크림 
양파즙,끓이기, 양파 물 대추 
젤리,끓이기, 한천가루 진하게 탄 원두커피 설탕 
포도젤리,끓이기, 블루메이드 포도맛 물 포도알 단호박젤리 
닭개장,끓이기, 고사리 토란대 숙주나물 느타리 버섯 청양고추 영계 대파 통마늘 소주 고춧가루 다진마늘 후추 고추기름 국간장 진간장 생강가루 
순두부찌개,끓이기, 순두부 진한 멸치다시마 육수 달걀 대파나 쪽파 새우젓 진간장 맛술 다진 마늘 고춧가루 참기름 
버섯덮밥,끓이기, 표고버섯 양송이버섯 새송이버섯 팽이버섯 새우 양파 홍피망 청고추 청경채 전분 덮밥소스 간장 미림 굴소스 참기름 소금 후춧가루 
갈비탕,끓이기, 갈비 무 작은것 다시마 대파 계란지단 당면 삶은것 국간장 소금 후춧가루 
닭볶음탕,끓이기, 닭고기 파 감자 당근 물 고춧가루 고추장 듬뿍떠서 다진 마늘 요리술 참기름 찹쌀엿 또는 물엿 간장 굴소스 생강가루 깨소금 후추 
삼계탕,끓이기, 닭큰것 양파큰거 황기 인삼 대추 마늘 찹쌀 대파 소금 후추 통깨 
애호박돼지고기찌개,끓이기, 돼지고기 애호박 양파 두부 대파 물 밑간 새우젓 소금 포도씨유 장 고추장 고춧가루 다진마늘 맛술 소금 후춧가루 
감자스프,끓이기, 감자 큰 것 키조개 양파 베이컨 물 올리브유 다진 마늘 대파 체다치즈 파슬리가루 소금 후춧가루 루 올리브유 밀가루 우유 파슬리가루 체다치즈 
스팸두부전골,끓이기, 스팸 두부 콩나물 애호박 팽이버섯 느타리버섯 홍고추 청고추 대파 미나리 멸치다시다육수 소금 
애플푸딩,끓이기, 설탕 물 젤라틴 사과즙 커스터드크림 우유 옥수수분말 옥수수전분 설탕 노른자 바닐라오일 버터 
오징어백숙,끓이기, 닭 찹쌀 대추 통마늘 은행 야채육수 후추 소금 오징어 
해물된장찌개,끓이기, 해물모둠 감자 애호박 양파 두부 청고추 홍고추 팽이버섯 물 고추장 된장 소금 
크림스튜,끓이기, 닭가슴살 양파 감자 데친 브로콜리 가지 애호박 청피망 홍피망 완두콩 스위트콘 올리브유 고형 크림스튜 물 우유 생크림 후추 소금 
토마토소스,끓이기, 토마토 페이스트 토마토 양파 올리브오일 토마토주스 다진마늘 바질 파슬리 월계수잎 파다노치즈
옥수수수제비,끓이기, 밀가루 멸치다시마육수 냉동 야채 옥수수통조림 물 감자 양파 호박 당근 대파 홍고추 다진마늘 국간장 소금
양파물,끓이기, 양파 생수 
감자국,끓이기, 감자 두부 둥근 호박 양파 야채육수 물 고춧가루 들기름 통마늘 국간장 후추 맛선생 
묵은지닭매운탕,끓이기, 닭 묵은지김치 양파 떡볶이떡 대추 은행 청양고추 참옻물 김치국물 닭 밑간 고추장 고춧가루 생강술 맛술청주 김치국물 다진마늘 생강가루 후춧가루 김치 밑간 식물성오일 참기름 설탕 
검은콩국수,끓이기, 서리태 콩삶을물 소면 땅콩 검정깨 오이채 참외채 소금 
북어국,끓이기, 북어 무 짜리 달걀 대파 멸치다시마 육수 참기름 다진 마늘 국 간장 멸치액젓 소금 후춧가루 
전복죽,끓이기, 전복 작은것 불린쌀 끓는물 참기름 국간장 김가루 통깨 
감자멸치고추장찌개,끓이기, 감자 중 멸치 양파 중 대파 청양고추 쌀뜨물 고추장 국 간장 참치액이나 진간장 다진 마늘 맛술 소금 후춧가루 
짜장밥,끓이기, 칵테일새우살 당근 양파 양배추 돼지고기 스위트콘 옥수수알 익힌 완두콩 식용유 돼지고기 밑간 소금 후춧가루 생강맛술 짜장소스 춘장 식용유 두반장 설탕 소금간 녹말물 물 녹말가루 
탕,끓이기, 이까슈마 해물 계란 육수내기 국멸치 건표고버섯 건다시마 야채 팽이버섯 당근 양파 실파 홍고추 다진마늘 국간장 소금
고구마카레,끓이기, 고구마 큰거 고기 양파 당근 완두콩 식용유 물 고형카레 꿀 소금 
해물짬뽕,끓이기, 칼국수 멸치육수 시금치 오징어다리 돼지고기 새우살 양파 당근 양배추 풋고추 대파 돼지고기 밑간 소금 후춧가루 생강즙 맛술 고추기름 식용유 고춧가루 고춧가루 다진 마늘 후춧가루 국간장 소금입맛에 맞게 
해물된장리조또,끓이기, 쌀 올리브유나 버터 불린 표고버섯 모듬해물 국선생 해물맛 된장 후춧가루 화이트와인 소금 
병어매운탕,끓이기, 멸치다시물 병어 애호박 양파작은 것 무 나박썬것 대파 풋고추 고춧가루 식용유 소금 국간장 다진 마늘 후춧가루 생강술 
냉라면,끓이기, 라면사리 노란파프리카 빨간파프리카 방울토마토 등심슬라이스햄 국수장국 물 
홍합미역국,끓이기, 홍합 물기짠 미역 다진 마늘 국간장 소금 후추 
브로콜리스프,끓이기, 브로콜리 감자 중간것 양파 보리죽가루 물 우유 버터 파마산치즈가루 피자치즈 소금 취향껏 후춧가루 취향껏
해물순두부찌개,끓이기, 순두부 양파 대파 붉은고추 모둠해물 계란 노른자 국선생 해물맛 두반장 맛선생 해물맛 고춧가루 다진마늘 
바나나잼,끓이기, 바나나 설탕 레몬즙 계피가루 
새우알탕,끓이기, 냉동명태알 새우 오징어 조갯살 콩나물 미나리 실파 청양고추 홍고추 무 다시국물 멸치 건다시마 고추가루 다진마늘 국간장 소금 
잣죽,끓이기, 불린 쌀 잣 물 소금 
두부탕,끓이기, 두부 양파 대파 멸치다시마 육수 고추기름 까나리액젓 다진 마늘 소금 후춧가루 
알밥,끓이기, 밥 다진 단무지 다진 파프리카 다진 김치 다진 당근 후리가케 날치알 버터 
닭볶음탕,끓이기, 생닭 감자 우유 백일송이버섯 고추장 고추가루 다진마늘 맛술 참기름 물엿 간장 생강가루 통깨 후춧가루 
커피젤리,끓이기, 원두 원두내릴 물 판젤라틴 설탕 연유 
참치감자애호박찌개,끓이기, 참치 감자 애호박 양파 대파 멸치 다시마육수 고추장 집 된장 다진 마늘 고춧가루 소금 후춧가루 
오징어무국,끓이기, 오징어 무 나박썰기 한것 호박 청고추 홍고추 고추가루 국간장 생강가루 다진마늘 식용유 대파 소금 후추 물 
카레라이스,끓이기, 돼지고기 양파 감자 당근 호박 물 마늘 오일 밥 고형카레 고기밑간 소금 후춧가루 씩
갈치찌개,끓이기, 갈치 무 나박 썬것 양파 애호박 두부 풋고추 팽이버섯 쑥갓 대파 식용유 고춧가루 고추장 멸치다시물 소금 스푼 국간장 생강술 후춧가루 
된장찌개,끓이기, 감자 작은것 양파 작은것 호박 두부 느타리버섯 물 청양고추 다진파 집된장 시판된장 멸치가루 새우가루 고춧가루 
고구마죽,끓이기, 고구마 찬밥 소금 
동태찌개,끓이기, 동태 명태알 굵은소금 청주 무 애호박 팽이버섯 대파 청양고추 홍고추 두부 국멸치 건다시마 북어포나건새우 물마루 브로콜리된장 다진마늘 고추가루 국간장이나꽃소금 
팥칼국수,끓이기, 팥 물 칼국수 소금 물엿 
데리야끼소스,끓이기, 다시마 양파 대파 녹말물 녹말가루 물 간장 설탕 청주 물 미림 
감자당근브로콜리죽,끓이기, 밥 감자 당근 양파 브로콜리 다진 것 우유 소금 
계란죽,끓이기, 밥 김 계란 잔파 양송이버섯 소금 참기름 
어묵짬뽕국밥,끓이기, 칼국수 찬 밥 멸치다시국물 다시멸치 어묵 배추속대 당근 양파 표고버섯 애호박 풋고추 고추장 고춧가루 식용유 소금 국간장 후춧가루 다진 마늘 대파 
고구마카레라이스,끓이기, 닭가슴살 고구마 양파 당근 마늘 물 카레 소금 닭가슴살 밑간 청주 후춧가루 
굴무밥,끓이기, 쌀 물 굴 무 작은 것 약 돗나물 진간장 다진 마늘 쪽파 썬 것 참기름 깨소금 고춧가루 
카레죽,끓이기, 밥 감자 당근 호박 닭가슴살 카레가루 소금 닭살 맛술 소금 후춧가루 생강가루 
딸기우유푸딩,끓이기, 한천 우유 키위 딸기 설탕 
젤리,끓이기, 우유 물 한천가루 쵸코칩 가감 설탕 
단호박과일토스트,끓이기, 아오리사과 복숭아 단호박 식빵 잣 흑설탕 계피가루 
꽃게탕,끓이기, 꽃게 중하새우 무 짜리 애호박 양파 대파 홍 고추 쑥갓 육수 멸치다시마새우육수 다진 마늘 된장 고춧가루 고추장 멸치액젓 청주 소금 후춧가루 
두부죽,끓이기, 찬밥 물 두부 작은 것 밥새우 쪽파 소금 
닭볶음탕,끓이기, 토막낸 닭 감자 양파 대파 당근 청고추 홍고추 시판 닭볶음탕 물 생강 
양파스프,끓이기, 양파 큰것 피자치즈 바게트빵 식용유 파슬리가루 국물 물 치킨스톡 간장 소금 후추 
된장칼국수,끓이기, 칼국수 애호박 청양고추 바지락 실파나 대파 썬 것 국물 국물용 멸치 다시마 짜리 물 된장 다진 마늘 
콩나물어묵국,끓이기, 콩나물 어묵 무 나박 썬 것 대파 청양고추 멸치다시물 국간장 소금간 다진 마늘 고춧가루 후춧가루 
야채죽,끓이기, 양파 당근 느타리버섯 대파 불린쌀 물 새우살 오징어 참기름 국간장 다진마늘 청주 소금 후춧가루 
야채스프,끓이기, 감자 홍당무 양배추 양파 호박 피망 식용유 마늘 토마토페이스트 치킨스톡 소금 후추 파슬리가루 
김치만두전골,끓이기, 배추김치 돼지고기 만두 파 팽이버섯 양파 다진 마늘 간장 고춧가루 올리브유 멸치다시물 소금 
조개미역국,끓이기, 미역불린 것 게조개 참기름 국간장 소금간 
소고기미역국,끓이기, 소고기 불린 미역 물 국간장 소금간입맛에 맞게 
만두국,끓이기, 만두 드실만큼 물 파 달걀 김 소금 
돼지고기김치찌개,끓이기, 흑돼지앞다리살 잘익은김치 양파 두부 대파 청고추 홍고추 다시마물 흑돼지앞다리살 고춧가루 국간장 청주 마늘 후춧가루 소금 포도씨유 김치국물 
커피젤리,끓이기, 바나나 원두커피 내린 것 한천 메이플시럽또는 꿀 설탕으로 대체하려면 입맛에 맞게 
와인소스,끓이기, 와인 꿀 
소고기선지국,끓이기, 양지머리 단배추 숙주나물 선지 대파 된장 국간장 소금간 고춧가루 다진 마늘 생강술 후춧가루 
사과초콜렛과자,끓이기, 사과 작은것 초콜렛 장식용으로색이예쁜시리얼 팝콘 젤리 또는 초콜렛 
치즈샐러드,끓이기,코티지 치즈 우유 소금 레몬즙 샐러드 상추 로메인 드레싱 올리브유 홀그레인 머스타드 레몬즙 발사믹식초 
어묵꼬치우동,끓이기, 어묵꼬치 강고모리 자루우동 건면 쑥갓 팽이버섯 오로시 와사비 나나미 도오 가라시 우동국물 찬물 타라미 간장 가쯔오부시 다시팩새우멸치다시마 무 작은크기 양파 작은크기 설탕 청주 
마론잼,끓이기, 삶아서 깐밤 찬물 흑설탕 백설탕 꿀이나 조청 럼주 
해물짬뽕,끓이기, 생면 홍합 물 갑오징어 깐새우 양파 속배추 애호박 대파 마늘 부추 고추기름 고춧가루 국간장 소금 
청국장찌개,끓이기, 무 청국장 두부 대파 풋고추 멸치육수 고춧가루 다진마늘 소금 
버섯찌개,끓이기, 무 나박썬 것 차돌박이 표고버섯 고춧가루 국간장 소금간 다진 마늘 후춧가루 
요구르트카레라이스,끓이기, 감자 中 양파 大 돼지고기 앞다리살 당근 완두콩캔 옥수수캔 밥 유정란 먹고싶은만큼 물 오늘아침 레뜨레 요구르트 카레가루 허브솔트 
육개장,끓이기, 한우사태양지 숙주 표고버섯 새송이버섯 느타리버섯 팽이버섯 대파 청고추 홍고추 유정란 육수 물 무 대파 양파 마늘 생강 장 국간장 고춧가루 고추기름 다진 마늘 다진파 고추장 참기름 후추 
키위양갱,끓이기, 키위 껍질깐것 분말한천 찬물 키위 토핑용 설탕 
대추생강차,끓이기, 대추 생강 물 이상 꿀 취향껏 
돼지고기김치찌개,끓이기, 김치 큰 크기 돼지고기 대파 청양고추 두부 진한 멸치다시마 육수 김치 국물 돼지고기 다진 마늘 청주 설탕 생강즙이나 가루 후춧가루 고춧가루 소금 
굴어묵탕,끓이기, 봉지굴 멸치 다시마 육수 무 호박 양파 대파 홍고추 청양고추 팽이버섯 쑥갓 다진마늘 요리술 소금 
알탕,끓이기, 명란 곤이 바지락 청양 고추 붉은 고추 팽이버섯 쑥갓 대파 멸치다시마육수물 고추장 고춧가루 소금 요리술 후춧가루 다진 마늘 다진 생강 
굴콩나물국,끓이기, 굴 콩나물 대파 양파 물 다진마늘 후추 소금 
매생이국,끓이기, 메생이 굴 멸치 다시물 국간장 참기름 
꿀생강차,끓이기, 생강 꿀 이상
곰국,끓이기, 사골 사태 대파 소금 후추 
고구마카레,끓이기, 카레가루 양파 파프리카 고구마 베이컨 물 강황가루 고추가루 오일 후추 소금 
수제비후라이드치킨전골,끓이기, 후라이드 치킨 대파 호박 양파 양배추 오징어 몸통 깻잎 청양고추 당근 물 고춧가루 고추장 설탕 다진마늘 국간장 소금 
갈치찌개,끓이기, 갈치 큰 것 무 양파 중 대파 홍고추 쑥갓 진한 멸치다시마육수 장 고추기름 다진 마늘 고춧가루 국 간장 새우젓 맛술 찌개간 소금 후춧가루 
소고기샤브샤브,끓이기, 샤브샤브용소고기 채끝살 등심 청경채 모둠버섯새송이표고팽이양송이느타리 두부 모둠어묵 쑥갓 배추 어린잎 무 강고모리 자루우동 건면 샤브샤브 국물내기 다시팩다시마새우멸치 무 양파 양조간장 소금 찬물 소스 미즈칸 고마샤브소스 미즈칸 폰샤브소스
굴밥,끓이기, 굴 채썬 무 다시마 불린 쌀 물 새송이 버섯 은행 간장 고춧가루 다진마늘 다진파 참기름 깨소금 
귤잼,끓이기, 귤 설탕 레몬즙 
라볶이,끓이기, 라면 양파 대파 떡볶이떡 어묵 국산 태양초 고추장 국산콩 간장 설탕 물엿 라면스프 물 또는 멸치육수 
사골떡국,끓이기, 떡국떡 사골국 계란 파 김 소금 후추 
배수정과,끓이기, 생강 계피 물 배 통후추 잣 설탕 흑설탕 
귤차,끓이기, 귤껍질 물 꿀
어묵탕,끓이기, 종합어묵 무 자른크기 마늘 애느타리버섯 양파 액상스프 맛술 국간장 소금 후추 물
뼈다귀감자탕,끓이기, 돼지등뼈 삶은 우거지 감자 깻잎 물 넉넉히 잡냄새 제거 대파 양파 통마늘 통후추 청주 들깨가루 소금 장 된장 고춧가루 다진마늘 천연다시다 참기름 후춧가루 
대구지리,끓이기, 대구 소금 곤이 느타리버섯 배추속 두부 팽이 대파 쑥갓 청주 국간장 소금 다시국물 물 다시마 무 마른홍고추 지리소스 다시국물 간장 맛술 식초 야쿠미 무갈은것 고추가루 레몬 실파 
대구매운탕,끓이기, 대구 소금 곤이 모시조개 느타리버섯 청고추 홍고추 대파 쑥갓 다시국물 물 다시마 무 마른 홍고추 국간장 다진마늘 고춧가루 
불고기버섯전골,끓이기, 불고기 새송이버섯 팽이버섯 건표고버섯 깻잎 당근 배춧잎 대파 무 소금 국간장 후추 양배추 끓인 육수 양파 다진마늘 썰은 청양고추 불고기 장 간장 다진마늘 설탕 참기름 맛술 후추
간장김밥,끓이기, 쌀 다시마 참치캔 계란 오이 김밥햄 단무지 밥지을때 간장 미림 정종 황설탕 참기름 소금 밥 과일식초 통깨 설탕 소금 참치 마요네즈 통깨 후추 
해물누룽지탕,끓이기, 해산물모둠 양파 청경채 파프리카 표고버섯 마늘 식용유 중화누룽지 소스 두반장 굴소스 간장 설탕 청주 육수 참기름 소금 녹말가루 물 
볶음짬뽕,끓이기, 양파 당근 풋고추 배추잎 데친오징어살 새우살 대파 칼국수면 다진마늘 고추기름 소금 녹말물
양갱,끓이기, 단호박 양갱믹스 물 각 한천 병조림 밤 우유 흰 팥앙금 
전복밥,끓이기, 전복큰것 불린쌀 물 밥물 참기름 청주 부추장 잘게 자른 부추 간장 맛술 다진마늘 고춧가루 참기름 통깨 물엿이나 설탕 
부대찌개,끓이기, 돼지고기 햄 양파 애호박 두부 김치 느타리버섯 청양고추 붉은고추 멸치 다시마 육수 국물용 멸치 다시마 물 포도씨유 소금 장 고추장 고춧가루 다진마늘 간장 새우젓 맛술 소금 후춧가루 
파스타소스,끓이기, 토마토 큰거 방울 토마토 토마토 페이스트 양파 큰것 월계수잎 생파슬리 삐끼누 또는 페페론치노 물 엑스트라버진 올리브유 소금 작은술 치킨스톡 설탕 말린 바질 말린 오레가노 다진마늘 
귤양갱,끓이기, 귤 제일 작은것 귤즙 한천 흰앙금 설탕 물 귤조림용 설탕 물 
귤젤리,끓이기, 귤 판젤라틴 설탕 꿀을 넣으실경우 
만두국,끓이기, 돼지고기 다짐육 김치 쌈배추 데친 것 생강술 밀가루 계란 대파 김 멸치육수 멸치와 다시마를 듬뿍 넣어 우려낸 국물 멸치육수 멸치와 다시마를 듬뿍 넣어 우려낸 국물국간장 후춧가루 국간장 소금 다진 마늘 
매생이콩나물죽,끓이기, 밥 콩나물 메생이 밥새우 물 소금 참기름 
식혜,끓이기, 엿기름 물 잣 설탕
쇠고기미역국,끓이기, 불린 미역 쇠고기 조랭이떡 물 참기름 국간장 다진마늘 소금 후춧가루
잣죽,끓이기, 잣 밥 우유 물 소금 
단호박식혜,끓이기, 엿질금 단호박 흰밥 설탕 
된장찌개,끓이기, 돼지고기 양파 애호박 두부 표고버섯 풋고추 붉은고추 멸치 다시마 육수 국물용 멸치 다시마 청주 물 된장찌개 된장 고추장 다진마늘 고춧가루 청주 소금 후춧가루 
만두국,끓이기, 돼지고기 다진 것 데친 숙주나물 두부 다진 김치 계란 만두피 깨소금 다진 마늘 소금 생강술 후춧가루 다진 파 
청국장,끓이기, 청국장 신 김치 무 두부 팩으로 된것약 버섯종류 대파 홍고추 국물 멸치육수 다진 마늘 김치 국물 
조기매운탕,끓이기, 조기 멸치다시물종이컵 다섯컵분량 무 청양고추 붉은 고추 대파 쑥갓 고추기름용 식용유 고춧가루 국간장 다진 마늘 후춧가루 
초코두부아이스크림,끓이기, 두부 우유 초콜릿 꿀 코코아가루 
오징어짬뽕라면,끓이기, 오징어 새우 양배추 양파 당근 라면사리 물 대파 풋고추 고춧가루 식용유 다진마늘 국간장 굴소스 소금 후추가루 
닭도리탕,끓이기, 닭 물 맥주 감자 양파 당근 양배추 대파 다진 마늘 고춧가루 고추장 다진 파 간장 청주 설탕 참기름 
꽃게된장찌개,끓이기, 꽃게 양파 풋고추 붉은고추 멸치 육수 된장 다진마늘 후춧가루 대파 
아몬드초콜릿,끓이기, 아몬드 설탕 물 버터 다크커버쳐 무가당 코코아파우더 
매생이굴떡국,끓이기, 매생이 떡국떡 굴 다진마늘 다시마물 채썬 대파 참기름 국간장 소금
우거지된장국,끓이기, 삶은 우거지 쇠고기 풋고추또는 청양고추 대파 멸치다시물 물 멸치 다시마 우거지 된장 고춧가루 밀가루 다진마늘 들깨가루 
곤약탕평채,끓이기, 채 썬 회곤약 고명 쇠고기 마른표고 불린 것 오이 숙주 달걀 붉은고추 고기 간장 설탕 다진마늘 참기름 청주 통깨 후추 장 간장 설탕 식초 통깨 다진마늘 참기름 
돼지고기김치찌개,끓이기, 묵은지 돼지고기 양파 대파 물 당면 포도씨유 고춧가루 국간장 다진 마늘 맛술 소금 후추 라면스프 
가나슈초콜릿,끓이기, 화이트초콜릿 녹차 가나슈 생크림 녹차가루 
순두부찌개,끓이기, 순두부 바지락 양파 애호박 풋고추 붉은 고추 대파 멸치육수 고추기름 식용유 고춧가루 다진 마늘 소금 작은술 후춧가루 참기름 
레어치즈케익,끓이기,바닥쿠키 다이제쿠키나 오레오 등 실온의 버터 치즈반죽 크림치즈 샤워크림 혹은 플레인요구르트 생크림 설탕 바닐라에센스 레몬즙 판젤라틴 젤라틴 불릴 물 
청국장,끓이기, 신김치 무 두부 청국장 버섯종류 대파 홍고추 멸치육수 다진마늘 김치국물 
호박고구마스프,끓이기, 호박고구마 약 양파 피자치즈 파슬리가루 버터 우유 물 파마산치즈가루 소금 후춧가루
호박죽,끓이기, 단호박 중간것 찹쌀가루 강낭콩과 작두콩 섞어서 새알심 찬물 소금 설탕 
콩나물두부죽,끓이기, 밥 콩나물 연두부 계란 대파 새우젓 깨소금 
짬뽕,끓이기, 멸치육수 새우 오징어 홍합 양배추 양파 당근 목이버섯 시금치 대파 풋고추 붉은 고추 고추기름 식용유 고춧가루 짬뽕 다진 마늘 맛술 고춧가루 국간장 소금 후춧가루 
크런키초콜렛,끓이기, 쌀 크로칸트 원하는모양의초콜렛몰드 다크커버춰 
고추장찌개,끓이기, 돼지고기 찌개용 애호박 양파 두부 풋고추 붉은 고추 대파 멸치육수 고추장 다진 마늘 고춧가루 국간장 소금 후춧가루 
자색고구마스프,끓이기, 자색고구마 작은 것 캔옥수수 밀가루 버터 물 소금 설탕 
미역국,끓이기, 마른미역 물 국거리용 쇠고기 참기름 다진마늘 국간장 소금 후추 
고구마경단,끓이기, 찹쌀가루 고구마 찐 것 소금 설탕 카스테라가루
카레라이스,끓이기, 감자 양파 당근 쇠고기 물 고형카레 꿀 다진 마늘 소금 후추 
카레라이스,끓이기, 한우 국거리용 감자 양파 당근작은 것 브로컬리 사각어묵 물 오일 매운맛카레 
쇠고기무국,끓이기, 쇠고기 국거리 무우 잔 파 물 본 국간장 소금 참기름 쇠고기국꺼리밑간 마늘 참기름 후춧가루 
삼겹살김치찌개,끓이기, 삼겹살 신김치 양파 두부 청고추 홍고추 멸치다시마육수 대파 참치액 오일 삼겹살 양파즙 참치액 고춧가루 마늘 생강가루 후춧가루 청주 
굴두부국,끓이기, 싱싱한 굴 무 두부 실파 홍고추 물 다시마 멸치 새우젓국물 마늘 
강된장,끓이기, 쇠고기 감자 양파 다진마늘 청양고추 멸치육수용 멸치 물 된장 크게 가득떠서 요리술 고춧가루 설탕 참기름 
냉이된장찌개,끓이기, 냉이 대파 청양 고추 두부 멸치육수 된장 고추장 
메이플캐러멜,끓이기, 생크림 찬물 메이플시럽 설탕 무염버터 
파개장,끓이기, 한우양지 대파 육수 물 무 대파 양파 마늘 생강 장 국간장 고추가루 고추기름 다진마늘 고추장 참기름 후추 
오징어카레죽,끓이기, 밥 오징어 쪽파 당근 감자 카레가루 소금
오징어시금치고추장찌개,끓이기, 멸치 다시물 무 오징어 데친시금치 풋고추 붉은고추 대파 다진마늘 고추장 소금
